MonsterTypeId,HitPoints,CritRate,ActionPoints,MovePoints,InitBonus,MaxTalentCount,FlankAllowance,SightDistance,DetectDistance,ShotLimit,EffectId,WeaponTypeId,ArmorTypeId,_comment
3213,500,49,40,20,10,3,115,18,10,2,,22013,901013,PG 3200 Street Charger PL 14  eff:0  armour:adaptive weapon:shotgun
3214,530,51,40,20,10,3,115,18,10,3,,22014,901014,PG 3200 Street Charger PL 15  eff:0  armour:adaptive weapon:shotgun
3215,560,53,40,20,11,3,115,18,10,3,,22015,901015,PG 3200 Street Charger PL 16  eff:0  armour:adaptive weapon:shotgun
3216,590,56,40,20,12,3,117,18,10,3,,22016,901016,PG 3200 Street Charger PL 17  eff:0  armour:adaptive weapon:shotgun
3217,630,58,40,20,12,3,118,18,10,3,,22017,901017,PG 3200 Street Charger PL 18  eff:0  armour:adaptive weapon:shotgun
3218,660,60,40,20,13,3,120,18,10,3,,22018,901018,PG 3200 Street Charger PL 19  eff:0  armour:adaptive weapon:shotgun
3219,690,62,40,20,14,3,122,18,10,3,,22019,901019,PG 3200 Street Charger PL 20  eff:0  armour:adaptive weapon:shotgun
3220,225,20,40,20,1,2,90,18,10,1,,22000,901000,PG 3201 Chopshop PL 1  eff:0  armour:adaptive weapon:shotgun
3221,240,20,40,20,1,2,90,18,10,1,,22000,901001,PG 3201 Chopshop PL 2  eff:0  armour:adaptive weapon:shotgun
3222,250,23,40,20,2,2,90,18,10,1,,22001,901002,PG 3201 Chopshop PL 3  eff:0  armour:adaptive weapon:shotgun
3223,270,26,40,20,2,2,95,18,10,1,,22002,901003,PG 3201 Chopshop PL 4  eff:0  armour:adaptive weapon:shotgun
3224,290,29,40,20,3,2,95,18,10,1,,22003,901004,PG 3201 Chopshop PL 5  eff:0  armour:adaptive weapon:shotgun
3225,310,32,40,20,4,2,100,18,10,1,,22004,901005,PG 3201 Chopshop PL 6  eff:0  armour:adaptive weapon:shotgun
3226,330,32,40,20,5,2,100,18,10,1,,22004,901006,PG 3201 Chopshop PL 7  eff:0  armour:adaptive weapon:shotgun
3227,350,35,40,20,6,2,100,18,10,2,,22005,901007,PG 3201 Chopshop PL 8  eff:0  armour:adaptive weapon:shotgun
3228,370,38,40,20,6,2,105,18,10,2,,22006,901008,PG 3201 Chopshop PL 9  eff:0  armour:adaptive weapon:shotgun
3229,390,40,40,20,7,2,105,18,10,2,,22007,901009,PG 3201 Chopshop PL 10  eff:0  armour:adaptive weapon:shotgun
3230,410,42,40,20,8,2,110,18,10,2,,22010,901010,PG 3201 Chopshop PL 11  eff:0  armour:adaptive weapon:shotgun
3231,430,44,40,20,8,2,115,18,10,2,,22011,901011,PG 3201 Chopshop PL 12  eff:0  armour:adaptive weapon:shotgun
3232,460,47,40,20,9,2,115,18,10,2,,22012,901012,PG 3201 Chopshop PL 13  eff:0  armour:adaptive weapon:shotgun
3233,490,49,40,20,10,2,115,18,10,2,,22013,901013,PG 3201 Chopshop PL 14  eff:0  armour:adaptive weapon:shotgun
3234,520,51,40,20,10,2,115,18,10,3,,22014,901014,PG 3201 Chopshop PL 15  eff:0  armour:adaptive weapon:shotgun
3235,550,53,40,20,11,2,115,18,10,3,,22015,901015,PG 3201 Chopshop PL 16  eff:0  armour:adaptive weapon:shotgun
3236,580,56,40,20,12,2,117,18,10,3,,22016,901016,PG 3201 Chopshop PL 17  eff:0  armour:adaptive weapon:shotgun
3237,610,58,40,20,12,2,118,18,10,3,,22017,901017,PG 3201 Chopshop PL 18  eff:0  armour:adaptive weapon:shotgun
3238,650,60,40,20,13,2,120,18,10,3,,22018,901018,PG 3201 Chopshop PL 19  eff:0  armour:adaptive weapon:shotgun
3239,690,62,40,20,14,2,122,18,10,3,,22019,901019,PG 3201 Chopshop PL 20  eff:0  armour:adaptive weapon:shotgun
3300,150,20,40,20,0,3,90,22,10,1,,900170,22100,PG 3300 Street Sniper PL 1  eff:0  armour:sniper weapon:sniper6
3301,170,20,40,20,1,3,90,22,10,1,,900171,22101,PG 3300 Street Sniper PL 2  eff:0  armour:sniper weapon:sniper6
3302,190,21,40,20,1,3,100,22,10,1,,900172,22102,PG 3300 Street Sniper PL 3  eff:0  armour:sniper weapon:sniper6
3303,210,22,40,20,2,3,110,22,10,1,,900173,22103,PG 3300 Street Sniper PL 4  eff:0  armour:sniper weapon:sniper6
3304,230,23,40,20,3,3,120,22,10,1,,900174,22104,PG 3300 Street Sniper PL 5  eff:0  armour:sniper weapon:sniper6
3305,250,24,40,20,3,3,130,22,10,1,,900175,22105,PG 3300 Street Sniper PL 6  eff:0  armour:sniper weapon:sniper6
3306,280,24,40,20,4,3,130,22,10,1,,900176,22116,PG 3300 Street Sniper PL 7  eff:0  armour:sniper weapon:sniper6
3307,310,25,40,20,4,3,140,22,10,2,,900177,22117,PG 3300 Street Sniper PL 8  eff:0  armour:sniper weapon:sniper6
3308,340,26,40,20,4,3,150,22,10,2,,900178,22118,PG 3300 Street Sniper PL 9  eff:0  armour:sniper weapon:sniper6
3309,370,27,40,20,5,3,160,22,10,2,,900179,22119,PG 3300 Street Sniper PL 10  eff:0  armour:sniper weapon:sniper6
3310,400,28,40,20,6,3,170,22,10,2,,900000,22106,PG 3300 Street Sniper PL 11  eff:0  armour:sniper weapon:sniper6
3311,430,29,40,20,6,3,180,22,10,2,,900001,22107,PG 3300 Street Sniper PL 12  eff:0  armour:sniper weapon:sniper6
3312,460,29,40,20,7,3,183,22,10,2,,900002,22108,PG 3300 Street Sniper PL 13  eff:0  armour:sniper weapon:sniper6
3313,500,30,40,20,7,3,191,22,10,2,,900003,22109,PG 3300 Street Sniper PL 14  eff:0  armour:sniper weapon:sniper6
3314,530,31,40,20,8,3,199,22,10,3,,900004,22110,PG 3300 Street Sniper PL 15  eff:0  armour:sniper weapon:sniper6
3315,560,32,40,20,8,3,207,22,10,3,,900005,22111,PG 3300 Street Sniper PL 16  eff:0  armour:sniper weapon:sniper6
3316,590,32,40,20,9,3,214,22,10,3,,900006,22112,PG 3300 Street Sniper PL 17  eff:0  armour:sniper weapon:sniper6
3317,630,33,40,20,9,3,222,22,10,3,,900007,22113,PG 3300 Street Sniper PL 18  eff:0  armour:sniper weapon:sniper6
3318,660,34,40,20,10,3,230,22,10,3,,900008,22114,PG 3300 Street Sniper PL 19  eff:0  armour:sniper weapon:sniper6
3319,690,35,40,20,11,3,238,22,10,3,,900009,22115,PG 3300 Street Sniper PL 20  eff:0  armour:sniper weapon:sniper6
3400,200,10,40,20,1,3,90,20,10,1,64159,23011,901000,PG 3400 Grunt Captain PL 1  eff:64159  armour:adaptive weapon:corp-smg
3401,210,12,40,20,1,3,90,20,10,1,64159,23012,901001,PG 3400 Grunt Captain PL 2  eff:64159  armour:adaptive weapon:corp-smg
3402,220,14,40,20,2,3,95,20,10,1,64159,23013,901002,PG 3400 Grunt Captain PL 3  eff:64159  armour:adaptive weapon:corp-smg
3403,230,16,40,20,2,3,95,20,10,2,64159,23014,901003,PG 3400 Grunt Captain PL 4  eff:64159  armour:adaptive weapon:corp-smg
3404,250,18,40,20,3,3,100,20,10,2,64159,23015,901004,PG 3400 Grunt Captain PL 5  eff:64159  armour:adaptive weapon:corp-smg
3405,270,20,40,30,4,3,100,20,10,2,64159,23016,901005,PG 3400 Grunt Captain PL 6  eff:64159  armour:adaptive weapon:corp-smg
3406,290,22,40,30,5,3,105,20,10,2,64159,23017,901006,PG 3400 Grunt Captain PL 7  eff:64159  armour:adaptive weapon:corp-smg
3407,310,24,40,30,6,3,105,20,10,3,64159,23018,901007,PG 3400 Grunt Captain PL 8  eff:64159  armour:adaptive weapon:corp-smg
3408,330,26,40,30,6,3,110,20,10,3,64159,23019,901008,PG 3400 Grunt Captain PL 9  eff:64159  armour:adaptive weapon:corp-smg
3409,360,30,40,30,7,3,115,20,10,3,64159,23020,901009,PG 3400 Grunt Captain PL 10  eff:64159  armour:adaptive weapon:corp-smg
3410,300,10,40,30,2,2,90,20,10,1,64159,23030,901020,PG 3410 Street King PL 1  eff:64159  armour:heavy weapon:bullpup
3411,338,12,40,30,2,2,90,20,10,1,64159,23031,901021,PG 3410 Street King PL 2  eff:64159  armour:heavy weapon:bullpup
3412,375,14,40,30,3,2,95,20,10,1,64159,23032,901022,PG 3410 Street King PL 3  eff:64159  armour:heavy weapon:bullpup
3413,420,16,40,30,3,3,95,20,10,1,64159,23033,901023,PG 3410 Street King PL 4  eff:64159  armour:heavy weapon:bullpup
3414,480,18,40,30,4,3,100,20,10,2,64159,23034,901024,PG 3410 Street King PL 5  eff:64159  armour:heavy weapon:bullpup
3415,548,20,40,30,4,4,100,20,10,2,64159,23035,901025,PG 3410 Street King PL 6  eff:64159  armour:heavy weapon:bullpup
3416,622,22,40,30,5,4,105,20,10,2,64159,23036,901026,PG 3410 Street King PL 7  eff:64159  armour:heavy weapon:bullpup
3417,712,24,40,30,6,4,105,20,10,3,64159,23037,901027,PG 3410 Street King PL 8  eff:64159  armour:heavy weapon:bullpup
3418,810,26,40,30,7,4,110,20,10,3,64159,23038,901028,PG 3410 Street King PL 9  eff:64159  armour:heavy weapon:bullpup
3419,922,30,40,30,7,4,115,20,10,3,64159,23039,901029,PG 3410 Street King PL 10  eff:64159  armour:heavy weapon:bullpup
3420,1035,32,40,30,8,4,118,20,10,3,64159,23040,901030,PG 3410 Street King PL 11  eff:64159  armour:heavy weapon:bullpup
3421,1162,34,40,30,8,4,121,20,10,3,64159,23041,901031,PG 3410 Street King PL 12  eff:64159  armour:heavy weapon:bullpup
3422,1305,37,40,30,9,5,123,20,10,4,64159,23042,901032,PG 3410 Street King PL 13  eff:64159  armour:heavy weapon:bullpup
3423,1462,39,40,30,9,5,126,20,10,4,64159,23043,901033,PG 3410 Street King PL 14  eff:64159  armour:heavy weapon:bullpup
3424,1635,41,40,30,10,5,129,20,10,4,64159,23044,901034,PG 3410 Street King PL 15  eff:64159  armour:heavy weapon:bullpup
3425,1830,43,40,30,10,5,132,20,10,4,64159,23045,901035,PG 3410 Street King PL 16  eff:64159  armour:heavy weapon:bullpup
3426,2048,46,40,30,11,6,134,20,10,5,64159,23046,901036,PG 3410 Street King PL 17  eff:64159  armour:heavy weapon:bullpup
3427,2295,48,40,30,11,6,137,20,10,5,64159,23047,901037,PG 3410 Street King PL 18  eff:64159  armour:heavy weapon:bullpup
3428,2572,50,40,30,12,6,140,20,10,5,64159,23048,901038,PG 3410 Street King PL 19  eff:64159  armour:heavy weapon:bullpup
3429,2880,52,40,30,13,6,143,20,10,5,64159,23049,901039,PG 3410 Street King PL 20  eff:64159  armour:heavy weapon:bullpup
3430,380,32,40,30,8,3,118,20,10,3,64159,900030,901010,PG 3400 Grunt Captain PL 11  eff:64159  armour:adaptive weapon:corp-smg
3431,400,34,40,30,8,3,121,20,10,3,64159,900031,901011,PG 3400 Grunt Captain PL 12  eff:64159  armour:adaptive weapon:corp-smg
3432,420,37,40,30,9,3,123,20,10,4,64159,900032,901012,PG 3400 Grunt Captain PL 13  eff:64159  armour:adaptive weapon:corp-smg
3433,450,39,40,30,10,3,126,20,10,4,64159,900033,901013,PG 3400 Grunt Captain PL 14  eff:64159  armour:adaptive weapon:corp-smg
3434,490,41,40,40,10,3,129,20,10,4,64159,900034,901014,PG 3400 Grunt Captain PL 15  eff:64159  armour:adaptive weapon:corp-smg
3435,530,43,40,40,11,3,132,20,10,4,64159,900035,901015,PG 3400 Grunt Captain PL 16  eff:64159  armour:adaptive weapon:corp-smg
3436,570,46,40,40,12,3,134,20,10,5,64159,900036,901016,PG 3400 Grunt Captain PL 17  eff:64159  armour:adaptive weapon:corp-smg
3437,620,48,40,40,12,3,137,20,10,5,64159,900037,901017,PG 3400 Grunt Captain PL 18  eff:64159  armour:adaptive weapon:corp-smg
3438,670,50,40,40,13,3,140,20,10,5,64159,900038,901018,PG 3400 Grunt Captain PL 19  eff:64159  armour:adaptive weapon:corp-smg
3439,720,52,40,40,14,3,143,20,10,5,64159,900039,901019,PG 3400 Grunt Captain PL 20  eff:64159  armour:adaptive weapon:corp-smg
3500,150,10,40,20,0,3,90,18,10,1,,23011,22000,PG 3500 Patchmax PL 1  eff:0  armour:guard-standard weapon:corp-smg
3501,170,12,40,20,1,3,90,18,10,1,,23012,22001,PG 3500 Patchmax PL 2  eff:0  armour:guard-standard weapon:corp-smg
3502,190,14,40,20,1,3,95,18,10,1,,23013,22002,PG 3500 Patchmax PL 3  eff:0  armour:guard-standard weapon:corp-smg
3503,210,16,40,20,2,3,95,18,10,2,,23014,22003,PG 3500 Patchmax PL 4  eff:0  armour:guard-standard weapon:corp-smg
3504,230,18,40,20,3,3,100,18,10,2,,23015,22004,PG 3500 Patchmax PL 5  eff:0  armour:guard-standard weapon:corp-smg
3505,250,20,40,20,3,3,100,18,10,2,,23016,22005,PG 3500 Patchmax PL 6  eff:0  armour:guard-standard weapon:corp-smg
3506,280,22,40,20,4,3,105,18,10,2,,23017,22006,PG 3500 Patchmax PL 7  eff:0  armour:guard-standard weapon:corp-smg
3507,310,24,40,20,4,3,105,18,10,3,,23018,22007,PG 3500 Patchmax PL 8  eff:0  armour:guard-standard weapon:corp-smg
3508,340,26,40,20,4,3,110,18,10,3,,23019,22008,PG 3500 Patchmax PL 9  eff:0  armour:guard-standard weapon:corp-smg
3509,370,30,40,20,5,3,115,18,10,3,,23020,22009,PG 3500 Patchmax PL 10  eff:0  armour:guard-standard weapon:corp-smg
3510,400,32,40,20,6,3,118,18,10,3,,900030,22010,PG 3500 Patchmax PL 11  eff:0  armour:guard-standard weapon:corp-smg
3511,430,34,40,20,6,3,121,18,10,3,,900031,22011,PG 3500 Patchmax PL 12  eff:0  armour:guard-standard weapon:corp-smg
3512,460,37,40,20,7,3,123,18,10,4,,900032,22012,PG 3500 Patchmax PL 13  eff:0  armour:guard-standard weapon:corp-smg
3513,500,39,40,20,7,3,126,18,10,4,,900033,22013,PG 3500 Patchmax PL 14  eff:0  armour:guard-standard weapon:corp-smg
3514,530,41,40,20,8,3,129,18,10,4,,900034,22014,PG 3500 Patchmax PL 15  eff:0  armour:guard-standard weapon:corp-smg
3515,560,43,40,20,8,3,132,18,10,4,,900035,22015,PG 3500 Patchmax PL 16  eff:0  armour:guard-standard weapon:corp-smg
3516,590,46,40,20,9,3,134,18,10,5,,900036,22016,PG 3500 Patchmax PL 17  eff:0  armour:guard-standard weapon:corp-smg
3517,630,48,40,20,9,3,137,18,10,5,,900037,22017,PG 3500 Patchmax PL 18  eff:0  armour:guard-standard weapon:corp-smg
3518,660,50,40,20,10,3,140,18,10,5,,900038,22018,PG 3500 Patchmax PL 19  eff:0  armour:guard-standard weapon:corp-smg
3519,690,52,40,20,11,3,143,18,10,5,,900039,22019,PG 3500 Patchmax PL 20  eff:0  armour:guard-standard weapon:corp-smg
3520,150,10,40,20,0,3,90,18,10,1,,23030,22000,PG 3520 F-Duster PL 1  eff:0  armour:guard-standard weapon:bullpup
3521,170,10,40,20,1,3,90,18,10,1,,23030,22001,PG 3520 F-Duster PL 2  eff:0  armour:guard-standard weapon:bullpup
3522,190,12,40,20,1,3,90,18,10,1,,23031,22002,PG 3520 F-Duster PL 3  eff:0  armour:guard-standard weapon:bullpup
3523,210,14,40,20,2,3,95,18,10,1,,23032,22003,PG 3520 F-Duster PL 4  eff:0  armour:guard-standard weapon:bullpup
3524,230,16,40,20,3,3,95,18,10,1,,23033,22004,PG 3520 F-Duster PL 5  eff:0  armour:guard-standard weapon:bullpup
3525,250,18,40,20,3,3,100,18,10,2,,23034,22005,PG 3520 F-Duster PL 6  eff:0  armour:guard-standard weapon:bullpup
3526,280,18,40,20,4,3,100,18,10,2,,23034,22006,PG 3520 F-Duster PL 7  eff:0  armour:guard-standard weapon:bullpup
3527,310,20,40,20,4,3,100,18,10,2,,23035,22007,PG 3520 F-Duster PL 8  eff:0  armour:guard-standard weapon:bullpup
3528,340,22,40,20,4,3,105,18,10,2,,23036,22008,PG 3520 F-Duster PL 9  eff:0  armour:guard-standard weapon:bullpup
3529,370,24,40,20,5,3,105,18,10,3,,23037,22009,PG 3520 F-Duster PL 10  eff:0  armour:guard-standard weapon:bullpup
3530,400,26,40,20,6,3,110,18,10,3,,23040,22010,PG 3520 F-Duster PL 11  eff:0  armour:guard-standard weapon:bullpup
3531,430,30,40,20,6,3,115,18,10,3,,23041,22011,PG 3520 F-Duster PL 12  eff:0  armour:guard-standard weapon:bullpup
3532,460,30,40,20,7,3,115,18,10,4,,23042,22012,PG 3520 F-Duster PL 13  eff:0  armour:guard-standard weapon:bullpup
3533,500,30,40,20,7,3,115,18,10,4,,23043,22013,PG 3520 F-Duster PL 14  eff:0  armour:guard-standard weapon:bullpup
3534,530,32,40,20,8,3,115,18,10,4,,23044,22014,PG 3520 F-Duster PL 15  eff:0  armour:guard-standard weapon:bullpup
3535,560,33,40,20,8,3,115,18,10,4,,23045,22015,PG 3520 F-Duster PL 16  eff:0  armour:guard-standard weapon:bullpup
3536,590,35,40,20,9,3,117,18,10,5,,23046,22016,PG 3520 F-Duster PL 17  eff:0  armour:guard-standard weapon:bullpup
3537,630,36,40,20,9,3,118,18,10,5,,23047,22017,PG 3520 F-Duster PL 18  eff:0  armour:guard-standard weapon:bullpup
3538,660,38,40,20,10,3,120,18,10,5,,23048,22018,PG 3520 F-Duster PL 19  eff:0  armour:guard-standard weapon:bullpup
3539,690,40,40,20,11,3,122,18,10,5,,23049,22019,PG 3520 F-Duster PL 20  eff:0  armour:guard-standard weapon:bullpup
3540,150,20,40,20,0,3,90,18,10,1,,22000,22000,PG 3540 Bulwark PL 1  eff:0  armour:guard-standard weapon:shotgun
3541,170,20,40,20,1,3,90,18,10,1,,22000,22001,PG 3540 Bulwark PL 2  eff:0  armour:guard-standard weapon:shotgun
3542,190,23,40,20,1,3,90,18,10,1,,22001,22002,PG 3540 Bulwark PL 3  eff:0  armour:guard-standard weapon:shotgun
3543,210,26,40,20,2,3,95,18,10,1,,22002,22003,PG 3540 Bulwark PL 4  eff:0  armour:guard-standard weapon:shotgun
3544,230,29,40,20,3,3,95,18,10,1,,22003,22004,PG 3540 Bulwark PL 5  eff:0  armour:guard-standard weapon:shotgun
3545,250,32,40,20,3,3,100,18,10,1,,22004,22005,PG 3540 Bulwark PL 6  eff:0  armour:guard-standard weapon:shotgun
3546,280,32,40,20,4,3,100,18,10,1,,22004,22006,PG 3540 Bulwark PL 7  eff:0  armour:guard-standard weapon:shotgun
3547,310,35,40,20,4,3,100,18,10,2,,22005,22007,PG 3540 Bulwark PL 8  eff:0  armour:guard-standard weapon:shotgun
3548,340,38,40,20,4,3,105,18,10,2,,22006,22008,PG 3540 Bulwark PL 9  eff:0  armour:guard-standard weapon:shotgun
3549,370,40,40,20,5,3,105,18,10,2,,22007,22009,PG 3540 Bulwark PL 10  eff:0  armour:guard-standard weapon:shotgun
3550,400,42,40,20,6,3,110,18,10,2,,22010,22010,PG 3540 Bulwark PL 11  eff:0  armour:guard-standard weapon:shotgun
3551,430,44,40,20,6,3,115,18,10,2,,22011,22011,PG 3540 Bulwark PL 12  eff:0  armour:guard-standard weapon:shotgun
3552,460,47,40,20,7,3,115,18,10,2,,22012,22012,PG 3540 Bulwark PL 13  eff:0  armour:guard-standard weapon:shotgun
3553,500,49,40,20,7,3,115,18,10,2,,22013,22013,PG 3540 Bulwark PL 14  eff:0  armour:guard-standard weapon:shotgun
3554,530,51,40,20,8,3,115,18,10,3,,22014,22014,PG 3540 Bulwark PL 15  eff:0  armour:guard-standard weapon:shotgun
3555,560,53,40,20,8,3,115,18,10,3,,22015,22015,PG 3540 Bulwark PL 16  eff:0  armour:guard-standard weapon:shotgun
3556,590,56,40,20,9,3,117,18,10,3,,22016,22016,PG 3540 Bulwark PL 17  eff:0  armour:guard-standard weapon:shotgun
3557,630,58,40,20,9,3,118,18,10,3,,22017,22017,PG 3540 Bulwark PL 18  eff:0  armour:guard-standard weapon:shotgun
3558,660,60,40,20,10,3,120,18,10,3,,22018,22018,PG 3540 Bulwark PL 19  eff:0  armour:guard-standard weapon:shotgun
3559,690,62,40,20,11,3,122,18,10,3,,22019,22019,PG 3540 Bulwark PL 20  eff:0  armour:guard-standard weapon:shotgun
3600,150,10,40,20,1,1,90,18,10,1,64108,23001,22000,PG 3600 Grayblur PL 1  eff:64108  armour:guard-standard weapon:street-smg
3601,160,12,40,20,1,1,90,18,10,1,64108,23002,22001,PG 3600 Grayblur PL 2  eff:64108  armour:guard-standard weapon:street-smg
3602,170,14,40,20,2,1,95,18,10,1,64109,23003,22002,PG 3600 Grayblur PL 3  eff:64109  armour:guard-standard weapon:street-smg
3603,180,16,40,20,2,1,95,18,10,2,64109,23004,22003,PG 3600 Grayblur PL 4  eff:64109  armour:guard-standard weapon:street-smg
3604,190,18,40,20,3,1,100,18,10,2,64110,23005,22004,PG 3600 Grayblur PL 5  eff:64110  armour:guard-standard weapon:street-smg
3605,200,20,40,20,4,1,100,18,10,2,64110,23006,22005,PG 3600 Grayblur PL 6  eff:64110  armour:guard-standard weapon:street-smg
3606,210,22,40,20,5,1,105,18,10,2,64109,23007,22006,PG 3600 Grayblur PL 7  eff:64109  armour:guard-standard weapon:street-smg
3607,230,24,40,20,6,1,105,18,10,3,64109,23008,22007,PG 3600 Grayblur PL 8  eff:64109  armour:guard-standard weapon:street-smg
3608,250,26,40,20,6,1,110,18,10,3,64110,23009,22008,PG 3600 Grayblur PL 9  eff:64110  armour:guard-standard weapon:street-smg
3609,270,30,40,20,7,1,115,18,10,3,64110,23010,22009,PG 3600 Grayblur PL 10  eff:64110  armour:guard-standard weapon:street-smg
3610,290,32,40,20,8,1,118,18,10,3,64110,900020,22010,PG 3600 Grayblur PL 11  eff:64108  armour:guard-standard weapon:street-smg
3611,310,34,40,20,8,1,121,18,10,3,64110,900021,22011,PG 3600 Grayblur PL 12  eff:64108  armour:guard-standard weapon:street-smg
3612,330,37,40,20,9,1,123,18,10,4,64110,900022,22012,PG 3600 Grayblur PL 13  eff:64109  armour:guard-standard weapon:street-smg
3613,350,39,40,20,10,1,126,18,10,4,64110,900023,22013,PG 3600 Grayblur PL 14  eff:64109  armour:guard-standard weapon:street-smg
3614,370,41,40,20,10,1,129,18,10,4,64110,900024,22014,PG 3600 Grayblur PL 15  eff:64110  armour:guard-standard weapon:street-smg
3615,390,43,40,20,11,1,132,18,10,4,64110,900025,22015,PG 3600 Grayblur PL 16  eff:64110  armour:guard-standard weapon:street-smg
3616,410,46,40,20,12,1,134,18,10,5,64110,900026,22016,PG 3600 Grayblur PL 17  eff:64109  armour:guard-standard weapon:street-smg
3617,440,48,40,20,12,1,137,18,10,5,64110,900027,22017,PG 3600 Grayblur PL 18  eff:64109  armour:guard-standard weapon:street-smg
3618,480,50,40,20,13,1,140,18,10,5,64110,900028,22018,PG 3600 Grayblur PL 19  eff:64110  armour:guard-standard weapon:street-smg
3619,520,52,40,20,14,1,143,18,10,5,64110,900029,22019,PG 3600 Grayblur PL 20  eff:64110  armour:guard-standard weapon:street-smg
3650,150,10,40,20,0,3,90,18,10,1,64134,23030,901000,PG 3650 Wildfire PL 1  eff:64134  armour:adaptive weapon:bullpup
3651,170,12,40,20,1,3,90,18,10,1,64134,23031,901001,PG 3650 Wildfire PL 2  eff:64134  armour:adaptive weapon:bullpup
3652,190,14,40,20,1,3,95,18,10,1,64134,23032,901002,PG 3650 Wildfire PL 3  eff:64134  armour:adaptive weapon:bullpup
3653,210,16,40,20,2,3,95,18,10,1,64134,23033,901003,PG 3650 Wildfire PL 4  eff:64134  armour:adaptive weapon:bullpup
3654,230,18,40,20,3,3,100,18,10,2,64134,23034,901004,PG 3650 Wildfire PL 5  eff:64134  armour:adaptive weapon:bullpup
3655,250,20,40,20,3,3,100,18,10,2,64134,23035,901005,PG 3650 Wildfire PL 6  eff:64134  armour:adaptive weapon:bullpup
3656,280,22,40,20,4,3,105,18,10,2,64134,23036,901006,PG 3650 Wildfire PL 7  eff:64134  armour:adaptive weapon:bullpup
3657,310,24,40,20,4,3,105,18,10,3,64134,23037,901007,PG 3650 Wildfire PL 8  eff:64134  armour:adaptive weapon:bullpup
3658,340,26,40,20,4,3,110,18,10,3,64134,23038,901008,PG 3650 Wildfire PL 9  eff:64134  armour:adaptive weapon:bullpup
3659,370,30,40,20,5,3,115,18,10,3,64134,23039,901009,PG 3650 Wildfire PL 10  eff:64134  armour:adaptive weapon:bullpup
3660,400,32,40,20,6,3,118,18,10,3,64134,23040,901010,PG 3650 Wildfire PL 11  eff:64134  armour:adaptive weapon:bullpup
3661,430,34,40,20,6,3,121,18,10,3,64134,23041,901011,PG 3650 Wildfire PL 12  eff:64134  armour:adaptive weapon:bullpup
3662,460,37,40,20,7,3,123,18,10,4,64134,23042,901012,PG 3650 Wildfire PL 13  eff:64134  armour:adaptive weapon:bullpup
3663,500,39,40,20,7,3,126,18,10,4,64134,23043,901013,PG 3650 Wildfire PL 14  eff:64134  armour:adaptive weapon:bullpup
3664,530,41,40,20,8,3,129,18,10,4,64134,23044,901014,PG 3650 Wildfire PL 15  eff:64134  armour:adaptive weapon:bullpup
3665,560,43,40,20,8,3,132,18,10,4,64134,23045,901015,PG 3650 Wildfire PL 16  eff:64134  armour:adaptive weapon:bullpup
3666,590,46,40,20,9,3,134,18,10,5,64134,23046,901016,PG 3650 Wildfire PL 17  eff:64134  armour:adaptive weapon:bullpup
3667,630,48,40,20,9,3,137,18,10,5,64134,23047,901017,PG 3650 Wildfire PL 18  eff:64134  armour:adaptive weapon:bullpup
3668,660,50,40,20,10,3,140,18,10,5,64134,23048,901018,PG 3650 Wildfire PL 19  eff:64134  armour:adaptive weapon:bullpup
3669,690,52,40,20,11,3,143,18,10,5,64134,23049,901019,PG 3650 Wildfire PL 20  eff:64134  armour:adaptive weapon:bullpup
3700,150,10,40,20,0,3,90,18,10,1,,23001,901000,PG 3700 Slagga PL 1  eff:0  armour:adaptive weapon:street-smg
3701,170,12,40,20,1,3,90,18,10,1,,23002,901001,PG 3700 Slagga PL 2  eff:0  armour:adaptive weapon:street-smg
3702,190,14,40,20,1,3,95,18,10,1,,23003,901002,PG 3700 Slagga PL 3  eff:0  armour:adaptive weapon:street-smg
3703,210,16,40,20,2,3,95,18,10,2,,23004,901003,PG 3700 Slagga PL 4  eff:0  armour:adaptive weapon:street-smg
3704,230,18,40,20,3,3,100,18,10,2,,23005,901004,PG 3700 Slagga PL 5  eff:0  armour:adaptive weapon:street-smg
3705,250,20,40,20,3,3,100,18,10,2,,23006,901005,PG 3700 Slagga PL 6  eff:0  armour:adaptive weapon:street-smg
3706,280,22,40,20,4,3,105,18,10,2,,23007,901006,PG 3700 Slagga PL 7  eff:0  armour:adaptive weapon:street-smg
3707,310,24,40,20,4,3,105,18,10,3,,23008,901007,PG 3700 Slagga PL 8  eff:0  armour:adaptive weapon:street-smg
3708,340,26,40,20,4,3,110,18,10,3,,23009,901008,PG 3700 Slagga PL 9  eff:0  armour:adaptive weapon:street-smg
3709,370,30,40,20,5,3,115,18,10,3,,23010,901009,PG 3700 Slagga PL 10  eff:0  armour:adaptive weapon:street-smg
3710,400,32,40,20,6,3,118,18,10,3,,900020,901010,PG 3700 Slagga PL 11  eff:0  armour:adaptive weapon:street-smg
3711,430,34,40,20,6,3,121,18,10,3,,900021,901011,PG 3700 Slagga PL 12  eff:0  armour:adaptive weapon:street-smg
3712,460,37,40,20,7,3,123,18,10,4,,900022,901012,PG 3700 Slagga PL 13  eff:0  armour:adaptive weapon:street-smg
3713,500,39,40,20,7,3,126,18,10,4,,900023,901013,PG 3700 Slagga PL 14  eff:0  armour:adaptive weapon:street-smg
3714,530,41,40,20,8,3,129,18,10,4,,900024,901014,PG 3700 Slagga PL 15  eff:0  armour:adaptive weapon:street-smg
