WeaponId,_clone,PowerLevel,Accuracy1,BallisticDamage1,PhysicalDamage1,PureDamage1,ActionPoints1,ArmorCritRate1,RecoilRate1,OptimalRangeA1,OptimalRangeB1,ShotVolume,FAShots,MaxRange,CritMultiBase,ReloadClipMax,AmmoUsed1,Accuracy2,BallisticDamage2,PhysicalDamage2,PureDamage2,ActionPoints2,ArmorCritRate2,RecoilRate2,OptimalRangeA2,OptimalRangeB2,_comment
21007,,7,70,220,0,155,20,23,10,7,20,40,0,28,75,0,1,0,0,,0,0,0,0,0,0,"revolver tier PL 7 - shipped row, retuned"
21008,,8,70,230,0,160,20,24,10,7,20,40,0,28,75,0,1,0,0,,0,0,0,0,0,0,"revolver tier PL 8 - shipped row, retuned"
21009,,9,70,240,0,165,20,25,10,7,20,40,0,30,75,0,1,0,0,,0,0,0,0,0,0,"revolver tier PL 9 - shipped row, retuned"
21010,,10,70,250,0,170,20,26,10,7,20,40,0,30,75,0,1,0,0,,0,0,0,0,0,0,"revolver tier PL 10 - shipped row, retuned"
21011,21010,11,72,273,0,186,20,27,10,7,20,40,0,31,78,0,1,0,0,,0,0,0,0,0,0,revolver tier PL 11 (clone of 21010)
21012,21010,12,73,299,0,204,20,28,10,7,20,40,0,31,81,0,1,0,0,,0,0,0,0,0,0,revolver tier PL 12 (clone of 21010)
21013,21010,13,75,327,0,223,20,30,10,8,21,40,0,32,83,0,1,0,0,,0,0,0,0,0,0,revolver tier PL 13 (clone of 21010)
21014,21010,14,77,357,0,245,20,31,10,8,21,40,0,32,86,0,1,0,0,,0,0,0,0,0,0,revolver tier PL 14 (clone of 21010)
21015,21010,15,78,391,0,268,20,32,10,8,21,40,0,33,89,0,1,0,0,,0,0,0,0,0,0,revolver tier PL 15 (clone of 21010)
21016,21010,16,80,427,0,293,20,33,10,8,21,40,0,33,92,0,1,0,0,,0,0,0,0,0,0,revolver tier PL 16 (clone of 21010)
21017,21010,17,82,467,0,321,20,35,10,9,22,40,0,34,94,0,1,0,0,,0,0,0,0,0,0,revolver tier PL 17 (clone of 21010)
21018,21010,18,83,510,0,352,20,36,10,9,22,40,0,34,97,0,1,0,0,,0,0,0,0,0,0,revolver tier PL 18 (clone of 21010)
21019,21010,19,85,558,0,385,20,37,10,9,22,40,0,35,100,0,1,0,0,,0,0,0,0,0,0,revolver tier PL 19 (clone of 21010)
21020,21010,20,87,610,0,422,20,38,10,9,22,40,0,36,103,0,1,0,0,,0,0,0,0,0,0,revolver tier PL 20 (clone of 21010)
900190,13000,1,65,0,180,80,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 1 (clone of 13000)
900191,13001,2,66,0,188,85,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 2 (clone of 13001)
900192,13002,3,67,0,195,91,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 3 (clone of 13002)
900193,13003,4,67,0,203,96,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 4 (clone of 13003)
900194,13004,5,68,0,212,103,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 5 (clone of 13004)
900195,13005,6,69,0,221,109,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 6 (clone of 13005)
900196,13011,7,70,0,230,116,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 7 (clone of 13011)
900197,13012,8,70,0,240,124,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 8 (clone of 13012)
900198,13013,9,71,0,250,132,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 9 (clone of 13013)
900199,13014,10,72,0,260,140,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 10 (clone of 13014)
900120,13014,11,73,0,271,149,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 11 (clone of 13014)
900121,13014,12,74,0,282,159,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 12 (clone of 13014)
900122,13014,13,74,0,294,169,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 13 (clone of 13014)
900123,13014,14,75,0,306,180,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 14 (clone of 13014)
900124,13014,15,76,0,319,191,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 15 (clone of 13014)
900125,13014,16,77,0,332,203,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 16 (clone of 13014)
900126,13014,17,77,0,346,216,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 17 (clone of 13014)
900127,13014,18,78,0,361,230,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 18 (clone of 13014)
900128,13014,19,79,0,376,245,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 19 (clone of 13014)
900129,13014,20,80,0,391,261,20,10,4,0,2,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,shock tier PL 20 (clone of 13014)
22001,,2,71,323,0,0,20,65,12,0,10,30,0,13,50,0,1,0,0,,0,0,0,0,0,0,"shotgun tier PL 2 - shipped row, retuned"
22002,,3,71,342,0,0,20,70,12,0,10,31,0,13,50,0,1,0,0,,0,0,0,0,0,0,"shotgun tier PL 3 - shipped row, retuned"
22003,,4,71,361,0,0,20,75,12,0,11,32,0,14,50,0,1,0,0,,0,0,0,0,0,0,"shotgun tier PL 4 - shipped row, retuned"
22004,,5,71,370,0,0,20,80,12,0,11,32,0,14,50,0,1,0,0,,0,0,0,0,0,0,"shotgun tier PL 5 - shipped row, retuned"
22005,,6,78,400,0,0,20,85,12,0,12,33,0,15,50,0,1,0,0,,0,0,0,0,0,0,"shotgun tier PL 6 - shipped row, retuned"
22006,,7,78,420,0,0,20,85,12,0,12,33,0,15,50,0,1,0,0,,0,0,0,0,0,0,"shotgun tier PL 7 - shipped row, retuned"
22007,,8,80,440,0,0,20,85,12,0,12,34,0,15,50,0,1,0,0,,0,0,0,0,0,0,"shotgun tier PL 8 - shipped row, retuned"
22008,,9,80,460,0,0,20,90,12,0,13,34,0,16,50,0,1,0,0,,0,0,0,0,0,0,"shotgun tier PL 9 - shipped row, retuned"
22009,,10,82,500,0,0,20,90,12,0,13,35,0,16,50,0,1,0,0,,0,0,0,0,0,0,"shotgun tier PL 10 - shipped row, retuned"
22010,22009,11,83,528,0,0,20,93,12,0,13,35,0,16,50,0,1,0,0,,0,0,0,0,0,0,shotgun tier PL 11 (clone of 22009)
22011,22009,12,84,558,0,0,20,96,12,0,14,35,0,17,50,0,1,0,0,,0,0,0,0,0,0,shotgun tier PL 12 (clone of 22009)
22012,22009,13,86,590,0,0,20,98,12,0,14,35,0,17,50,0,1,0,0,,0,0,0,0,0,0,shotgun tier PL 13 (clone of 22009)
22013,22009,14,87,624,0,0,20,101,12,0,15,35,0,18,50,0,1,0,0,,0,0,0,0,0,0,shotgun tier PL 14 (clone of 22009)
22014,22009,15,88,659,0,0,20,104,12,0,15,35,0,18,50,0,1,0,0,,0,0,0,0,0,0,shotgun tier PL 15 (clone of 22009)
22015,22009,16,89,697,0,0,20,107,12,0,16,35,0,19,50,0,1,0,0,,0,0,0,0,0,0,shotgun tier PL 16 (clone of 22009)
22016,22009,17,91,736,0,0,20,109,12,0,16,35,0,19,50,0,1,0,0,,0,0,0,0,0,0,shotgun tier PL 17 (clone of 22009)
22017,22009,18,92,778,0,0,20,112,12,0,17,35,0,20,50,0,1,0,0,,0,0,0,0,0,0,shotgun tier PL 18 (clone of 22009)
22018,22009,19,93,822,0,0,20,115,12,0,17,35,0,20,50,0,1,0,0,,0,0,0,0,0,0,shotgun tier PL 19 (clone of 22009)
22019,22009,20,94,869,0,0,20,118,12,0,17,35,0,20,50,0,1,0,0,,0,0,0,0,0,0,shotgun tier PL 20 (clone of 22009)
900170,58,1,65,300,0,0,30,10,10,18,35,50,0,40,50,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 1 (clone of 58)
900171,6001,2,66,319,0,0,30,11,10,18,36,50,0,41,53,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 2 (clone of 6001)
900172,6003,3,66,340,0,0,30,12,10,19,37,50,0,41,56,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 3 (clone of 6003)
900173,6004,4,67,362,0,0,30,13,10,19,38,50,0,42,58,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 4 (clone of 6004)
900174,6005,5,67,385,0,0,30,14,10,20,39,50,0,42,61,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 5 (clone of 6005)
900175,6006,6,68,409,0,0,30,16,10,20,41,50,0,43,64,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 6 (clone of 6006)
900176,6013,7,68,436,0,0,30,17,10,21,42,50,0,43,67,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 7 (clone of 6013)
900177,6014,8,69,464,0,0,30,18,10,21,43,50,0,44,69,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 8 (clone of 6014)
900178,6015,9,69,493,0,0,30,19,10,22,44,50,0,44,72,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 9 (clone of 6015)
900179,6016,10,70,525,0,0,30,20,10,22,45,50,0,45,75,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 10 (clone of 6016)
900000,6016,11,71,559,0,0,30,21,10,22,46,50,0,46,78,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 11 (clone of 6016)
900001,6016,12,71,595,0,0,30,22,10,23,47,50,0,46,81,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 12 (clone of 6016)
900002,6016,13,72,633,0,0,30,23,10,23,48,50,0,47,83,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 13 (clone of 6016)
900003,6016,14,72,673,0,0,30,24,10,24,49,50,0,47,86,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 14 (clone of 6016)
900004,6016,15,73,716,0,0,30,26,10,24,51,50,0,48,89,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 15 (clone of 6016)
900005,6016,16,73,762,0,0,30,27,10,25,52,50,0,48,92,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 16 (clone of 6016)
900006,6016,17,74,811,0,0,30,28,10,25,53,50,0,49,94,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 17 (clone of 6016)
900007,6016,18,74,863,0,0,30,29,10,26,54,50,0,49,97,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 18 (clone of 6016)
900008,6016,19,75,919,0,0,30,30,10,26,55,50,0,50,100,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 19 (clone of 6016)
900009,6016,20,76,978,0,0,30,31,10,26,56,50,0,51,103,0,1,0,0,,0,0,0,0,0,0,sniper6 tier PL 20 (clone of 6016)
23002,,2,62,153,0,0,20,15,8,4,16,30,7,20,0,0,1,62,85,,0,30,5,22,4,16,"street-smg tier PL 2 - shipped row, retuned"
23003,,3,62,166,0,0,20,15,8,4,16,30,7,22,0,0,1,62,90,,0,30,5,22,4,16,"street-smg tier PL 3 - shipped row, retuned"
23004,,4,65,180,0,0,20,20,8,4,16,30,8,22,0,0,1,65,95,,0,30,10,22,4,16,"street-smg tier PL 4 - shipped row, retuned"
23005,,5,70,210,0,0,20,22,8,4,17,30,8,22,0,0,1,70,100,,0,30,25,22,4,17,"street-smg tier PL 5 - shipped row, retuned"
23006,,6,70,220,0,0,20,24,8,4,17,30,9,24,0,0,1,70,105,,0,30,20,22,4,17,"street-smg tier PL 6 - shipped row, retuned"
23007,,7,70,230,0,0,20,26,8,4,18,30,9,24,0,0,1,70,111,,0,30,20,22,4,18,"street-smg tier PL 7 - shipped row, retuned"
23008,,8,72,240,0,0,20,28,8,4,19,30,10,24,0,0,1,70,117,,0,30,20,22,4,19,"street-smg tier PL 8 - shipped row, retuned"
23009,,9,72,250,0,0,20,30,8,4,20,30,10,25,0,0,1,70,124,,0,30,20,22,4,20,"street-smg tier PL 9 - shipped row, retuned"
23010,,10,74,260,0,0,20,32,8,4,20,30,11,25,0,0,1,70,131,,0,30,20,22,4,20,"street-smg tier PL 10 - shipped row, retuned"
900020,23010,11,75,278,0,0,20,34,8,4,20,30,12,26,0,0,1,71,138,,0,30,22,22,4,20,street-smg tier PL 11 (clone of 23010)
900021,23010,12,77,296,0,0,20,36,8,4,21,30,12,26,0,0,1,72,146,,0,30,23,22,4,21,street-smg tier PL 12 (clone of 23010)
900022,23010,13,78,317,0,0,20,38,8,4,21,30,13,27,0,0,1,73,154,,0,30,25,22,4,21,street-smg tier PL 13 (clone of 23010)
900023,23010,14,79,338,0,0,20,40,8,4,22,30,13,27,0,0,1,74,162,,0,30,27,22,4,22,street-smg tier PL 14 (clone of 23010)
900024,23010,15,81,361,0,0,20,41,8,4,22,30,14,28,0,0,1,74,171,,0,30,28,22,4,22,street-smg tier PL 15 (clone of 23010)
900025,23010,16,82,386,0,0,20,43,8,4,23,30,14,28,0,0,1,75,181,,0,30,30,22,4,23,street-smg tier PL 16 (clone of 23010)
900026,23010,17,83,412,0,0,20,45,8,4,23,30,15,29,0,0,1,76,191,,0,30,32,22,4,23,street-smg tier PL 17 (clone of 23010)
900027,23010,18,85,440,0,0,20,47,8,4,24,30,15,29,0,0,1,77,202,,0,30,33,22,4,24,street-smg tier PL 18 (clone of 23010)
900028,23010,19,86,469,0,0,20,49,8,4,24,30,16,30,0,0,1,78,213,,0,30,35,22,4,24,street-smg tier PL 19 (clone of 23010)
900029,23010,20,87,501,0,0,20,51,8,4,24,30,17,31,0,0,1,79,225,,0,30,37,22,4,24,street-smg tier PL 20 (clone of 23010)
23111,,2,62,84,0,143,20,78,10,10,21,30,3,24,0,3,1,62,86,,88,30,60,30,11,15,"tank-cannon tier PL 2 - shipped row, retuned"
23112,,3,62,90,0,148,20,80,10,10,21,30,4,26,0,3,1,62,92,,99,30,60,30,11,15,"tank-cannon tier PL 3 - shipped row, retuned"
23113,,4,63,96,0,154,20,80,10,10,21,30,4,26,0,3,1,63,98,,110,30,60,30,11,15,"tank-cannon tier PL 4 - shipped row, retuned"
23114,,5,63,102,0,160,20,80,10,9,22,30,5,28,0,3,1,63,104,,116,30,60,30,11,18,"tank-cannon tier PL 5 - shipped row, retuned"
23115,,6,64,117,0,165,20,95,10,11,25,30,5,28,0,3,1,64,114,,121,30,65,30,13,21,"tank-cannon tier PL 6 - shipped row, retuned"
23116,,7,64,124,0,170,20,97,10,11,25,30,6,28,0,3,1,64,120,,126,30,65,30,13,21,"tank-cannon tier PL 7 - shipped row, retuned"
23117,,8,64,130,0,176,20,97,10,11,25,30,6,28,0,3,1,64,126,,132,30,65,30,13,21,"tank-cannon tier PL 8 - shipped row, retuned"
23118,,9,65,142,0,190,20,115,10,13,28,30,6,32,0,3,1,65,138,,138,30,70,30,15,23,"tank-cannon tier PL 9 - shipped row, retuned"
23119,,10,65,148,0,196,20,115,10,13,28,30,6,32,0,3,1,65,144,,144,30,70,30,15,23,"tank-cannon tier PL 10 - shipped row, retuned"
900100,23119,11,65,159,0,204,20,119,10,13,29,30,6,33,0,3,1,65,154,,157,30,71,30,15,24,tank-cannon tier PL 11 (clone of 23119)
900101,23119,12,66,171,0,212,20,124,10,14,30,30,7,34,0,3,1,66,164,,171,30,72,30,16,25,tank-cannon tier PL 12 (clone of 23119)
900102,23119,13,66,183,0,220,20,128,10,14,30,30,7,35,0,3,1,66,175,,187,30,73,30,16,26,tank-cannon tier PL 13 (clone of 23119)
900103,23119,14,66,197,0,229,20,133,10,14,31,30,7,36,0,3,1,66,187,,204,30,74,30,17,27,tank-cannon tier PL 14 (clone of 23119)
900104,23119,15,67,211,0,238,20,137,10,15,32,30,8,36,0,3,1,67,200,,222,30,76,30,17,27,tank-cannon tier PL 15 (clone of 23119)
900105,23119,16,67,227,0,248,20,142,10,15,33,30,8,37,0,3,1,67,213,,242,30,77,30,18,28,tank-cannon tier PL 16 (clone of 23119)
900106,23119,17,67,244,0,257,20,146,10,15,33,30,8,38,0,3,1,67,227,,264,30,78,30,18,29,tank-cannon tier PL 17 (clone of 23119)
900107,23119,18,68,262,0,268,20,151,10,16,34,30,9,39,0,3,1,68,243,,288,30,79,30,19,30,tank-cannon tier PL 18 (clone of 23119)
900108,23119,19,68,281,0,278,20,155,10,16,35,30,9,40,0,3,1,68,259,,314,30,80,30,19,31,tank-cannon tier PL 19 (clone of 23119)
900109,23119,20,68,302,0,289,20,159,10,16,36,30,9,41,0,3,1,68,277,,343,30,81,30,19,32,tank-cannon tier PL 20 (clone of 23119)
900180,17,1,70,200,0,43,20,25,8,5,24,56,4,30,0,0,1,70,120,,36,30,20,28,5,24,thrasher tier PL 1 (clone of 17)
900181,1001,2,70,215,0,45,20,25,8,5,24,56,4,30,0,0,1,70,132,,38,30,21,28,5,24,thrasher tier PL 2 (clone of 1001)
900182,1005,3,70,231,0,47,20,25,8,6,24,56,5,30,0,0,1,70,145,,40,30,22,28,6,25,thrasher tier PL 3 (clone of 1005)
900183,1014,4,70,249,0,49,20,25,8,6,25,56,5,30,0,0,1,70,159,,42,30,23,28,6,25,thrasher tier PL 4 (clone of 1014)
900184,1015,5,70,267,0,51,20,25,8,6,25,56,6,30,0,0,1,70,175,,44,30,24,28,6,26,thrasher tier PL 5 (clone of 1015)
900185,1016,6,70,287,0,54,20,25,8,7,25,56,6,30,0,0,1,70,193,,46,30,26,28,7,26,thrasher tier PL 6 (clone of 1016)
900186,1018,7,70,309,0,56,20,25,8,7,25,56,7,30,0,0,1,70,212,,48,30,27,28,7,27,thrasher tier PL 7 (clone of 1018)
900187,1019,8,70,332,0,59,20,25,8,7,26,56,7,30,0,0,1,70,233,,51,30,28,28,7,27,thrasher tier PL 8 (clone of 1019)
900188,1020,9,70,357,0,61,20,25,8,8,26,56,8,30,0,0,1,70,256,,53,30,29,28,8,28,thrasher tier PL 9 (clone of 1020)
900189,1021,10,70,384,0,64,20,25,8,8,26,56,8,30,0,0,1,70,281,,56,30,30,28,8,28,thrasher tier PL 10 (clone of 1021)
900130,1021,11,70,413,0,67,20,25,8,8,26,56,8,30,0,0,1,70,309,,59,30,31,28,8,28,thrasher tier PL 11 (clone of 1021)
900131,1021,12,70,444,0,70,20,25,8,9,26,56,9,30,0,0,1,70,339,,62,30,32,28,9,29,thrasher tier PL 12 (clone of 1021)
900132,1021,13,70,477,0,73,20,25,8,9,27,56,9,30,0,0,1,70,373,,65,30,33,28,9,29,thrasher tier PL 13 (clone of 1021)
900133,1021,14,70,513,0,76,20,25,8,9,27,56,10,30,0,0,1,70,410,,68,30,34,28,9,30,thrasher tier PL 14 (clone of 1021)
900134,1021,15,70,552,0,80,20,25,8,10,27,56,10,30,0,0,1,70,451,,71,30,36,28,10,30,thrasher tier PL 15 (clone of 1021)
900135,1021,16,70,593,0,84,20,25,8,10,27,56,11,30,0,0,1,70,496,,75,30,37,28,10,31,thrasher tier PL 16 (clone of 1021)
900136,1021,17,70,638,0,87,20,25,8,10,28,56,11,30,0,0,1,70,545,,78,30,38,28,10,31,thrasher tier PL 17 (clone of 1021)
900137,1021,18,70,686,0,91,20,25,8,11,28,56,12,30,0,0,1,70,599,,82,30,39,28,11,32,thrasher tier PL 18 (clone of 1021)
900138,1021,19,70,737,0,96,20,25,8,11,28,56,12,30,0,0,1,70,658,,86,30,40,28,11,32,thrasher tier PL 19 (clone of 1021)
900139,1021,20,70,793,0,100,20,25,8,11,28,56,12,30,0,0,1,70,723,,90,30,41,28,11,32,thrasher tier PL 20 (clone of 1021)
23081,,2,66,270,0,22,20,45,8,7,30,35,4,38,0,0,1,66,161,,14,30,20,28,7,30,"turret-ar tier PL 2 - shipped row, retuned"
23082,,3,66,282,0,24,20,45,8,7,30,40,5,38,0,0,1,66,184,,16,30,22,28,7,30,"turret-ar tier PL 3 - shipped row, retuned"
23083,,4,68,294,0,24,20,45,8,7,29,40,5,38,0,0,1,66,196,,17,30,25,28,7,29,"turret-ar tier PL 4 - shipped row, retuned"
23084,,5,70,300,0,25,20,45,8,7,29,45,6,38,0,0,1,66,207,,18,30,25,28,7,29,"turret-ar tier PL 5 - shipped row, retuned"
23085,,6,72,338,0,26,20,55,8,7,30,45,6,42,0,0,1,66,222,,18,30,27,28,7,30,"turret-ar tier PL 6 - shipped row, retuned"
23086,,7,72,351,0,27,20,55,8,8,31,45,7,42,0,0,1,66,228,,19,30,27,28,8,31,"turret-ar tier PL 7 - shipped row, retuned"
23087,,8,72,364,0,28,20,55,8,9,31,45,7,42,0,0,1,66,240,,20,30,28,28,9,32,"turret-ar tier PL 8 - shipped row, retuned"
23088,,9,72,405,0,45,20,65,8,10,33,45,8,44,0,0,1,66,262,,32,30,30,28,10,34,"turret-ar tier PL 9 - shipped row, retuned"
23089,,10,72,432,0,48,20,65,8,10,33,45,8,44,0,0,1,66,281,,34,30,30,28,10,35,"turret-ar tier PL 10 - shipped row, retuned"
900070,23089,11,73,461,0,53,20,67,8,10,33,45,8,45,0,0,1,66,304,,38,30,31,28,10,36,turret-ar tier PL 11 (clone of 23089)
900071,23089,12,73,492,0,58,20,69,8,11,34,45,9,45,0,0,1,66,329,,43,30,32,28,11,36,turret-ar tier PL 12 (clone of 23089)
900072,23089,13,74,526,0,64,20,72,8,11,34,45,9,46,0,0,1,66,356,,48,30,33,28,11,37,turret-ar tier PL 13 (clone of 23089)
900073,23089,14,75,561,0,71,20,74,8,11,35,45,10,47,0,0,1,66,385,,54,30,34,28,11,38,turret-ar tier PL 14 (clone of 23089)
900074,23089,15,75,599,0,78,20,76,8,12,35,45,10,47,0,0,1,66,417,,61,30,36,28,12,38,turret-ar tier PL 15 (clone of 23089)
900075,23089,16,76,639,0,86,20,78,8,12,36,45,11,48,0,0,1,66,451,,68,30,37,28,12,39,turret-ar tier PL 16 (clone of 23089)
900076,23089,17,77,682,0,95,20,81,8,12,36,45,11,49,0,0,1,66,489,,76,30,38,28,12,40,turret-ar tier PL 17 (clone of 23089)
900077,23089,18,77,728,0,105,20,83,8,13,37,45,12,49,0,0,1,66,529,,86,30,39,28,13,40,turret-ar tier PL 18 (clone of 23089)
900078,23089,19,78,778,0,115,20,85,8,13,37,45,12,50,0,0,1,66,572,,96,30,40,28,13,41,turret-ar tier PL 19 (clone of 23089)
900079,23089,20,79,830,0,127,20,87,8,13,37,45,12,51,0,0,1,66,619,,108,30,41,28,13,42,turret-ar tier PL 20 (clone of 23089)
23101,,2,62,84,0,143,20,78,10,7,20,30,3,22,0,3,1,62,86,,88,30,60,30,7,17,"turret-er tier PL 2 - shipped row, retuned"
23102,,3,62,90,0,148,20,80,10,7,20,30,4,24,0,3,1,62,92,,99,30,60,30,7,17,"turret-er tier PL 3 - shipped row, retuned"
23103,,4,63,96,0,154,20,80,10,7,20,30,4,24,0,3,1,63,98,,110,30,60,30,7,17,"turret-er tier PL 4 - shipped row, retuned"
23104,,5,63,102,0,160,20,80,10,6,21,30,5,26,0,3,1,63,104,,116,30,60,30,7,20,"turret-er tier PL 5 - shipped row, retuned"
23105,,6,64,117,0,165,20,95,10,6,24,30,5,28,0,3,1,64,114,,121,30,65,30,7,22,"turret-er tier PL 6 - shipped row, retuned"
23106,,7,64,124,0,170,20,97,10,6,24,30,6,28,0,3,1,64,120,,126,30,65,30,7,22,"turret-er tier PL 7 - shipped row, retuned"
23107,,8,64,130,0,176,20,97,10,6,24,30,6,28,0,3,1,64,126,,132,30,65,30,7,22,"turret-er tier PL 8 - shipped row, retuned"
23108,,9,65,142,0,190,20,115,10,6,27,30,6,30,0,3,1,65,138,,138,30,70,30,7,23,"turret-er tier PL 9 - shipped row, retuned"
23109,,10,65,148,0,196,20,115,10,6,27,30,6,30,0,3,1,65,144,,144,30,70,30,7,23,"turret-er tier PL 10 - shipped row, retuned"
900090,23109,11,65,159,0,204,20,119,10,6,28,30,6,31,0,3,1,65,154,,157,30,71,30,7,24,turret-er tier PL 11 (clone of 23109)
900091,23109,12,66,171,0,212,20,124,10,6,29,30,7,32,0,3,1,66,164,,171,30,72,30,7,24,turret-er tier PL 12 (clone of 23109)
900092,23109,13,66,183,0,220,20,128,10,6,29,30,7,33,0,3,1,66,175,,187,30,73,30,7,25,turret-er tier PL 13 (clone of 23109)
900093,23109,14,66,197,0,229,20,133,10,6,30,30,7,34,0,3,1,66,187,,204,30,74,30,7,26,turret-er tier PL 14 (clone of 23109)
900094,23109,15,67,211,0,238,20,137,10,6,31,30,8,34,0,3,1,67,200,,222,30,76,30,7,26,turret-er tier PL 15 (clone of 23109)
900095,23109,16,67,227,0,248,20,142,10,6,32,30,8,35,0,3,1,67,213,,242,30,77,30,7,27,turret-er tier PL 16 (clone of 23109)
900096,23109,17,67,244,0,257,20,146,10,6,32,30,8,36,0,3,1,67,227,,264,30,78,30,7,28,turret-er tier PL 17 (clone of 23109)
900097,23109,18,68,262,0,268,20,151,10,6,33,30,9,37,0,3,1,68,243,,288,30,79,30,7,28,turret-er tier PL 18 (clone of 23109)
900098,23109,19,68,281,0,278,20,155,10,6,34,30,9,38,0,3,1,68,259,,314,30,80,30,7,29,turret-er tier PL 19 (clone of 23109)
900099,23109,20,68,302,0,289,20,159,10,6,35,30,9,39,0,3,1,68,277,,343,30,81,30,7,30,turret-er tier PL 20 (clone of 23109)
23121,,2,70,270,0,0,20,30,8,7,29,35,4,30,0,0,1,70,161,,0,30,20,28,7,29,"vtol-ar tier PL 2 - shipped row, retuned"
23122,,3,70,282,0,0,20,30,8,7,29,40,5,30,0,0,1,70,184,,0,30,22,28,7,29,"vtol-ar tier PL 3 - shipped row, retuned"
23123,,4,72,294,0,0,20,30,8,7,28,40,5,30,0,0,1,70,196,,0,30,25,28,7,28,"vtol-ar tier PL 4 - shipped row, retuned"
23124,,5,74,300,0,0,20,30,8,7,28,45,6,30,0,0,1,70,207,,0,30,25,28,7,28,"vtol-ar tier PL 5 - shipped row, retuned"
23125,,6,76,338,0,0,20,35,8,7,28,45,6,30,0,0,1,70,222,,0,30,27,28,7,28,"vtol-ar tier PL 6 - shipped row, retuned"
23126,,7,76,351,0,0,20,35,8,8,29,45,7,30,0,0,1,70,228,,0,30,27,28,8,29,"vtol-ar tier PL 7 - shipped row, retuned"
23127,,8,76,364,0,0,20,35,8,9,29,45,7,30,0,0,1,70,240,,0,30,28,28,9,30,"vtol-ar tier PL 8 - shipped row, retuned"
23128,,9,76,405,0,0,20,40,8,10,30,45,8,30,0,0,1,70,262,,0,30,30,28,10,31,"vtol-ar tier PL 9 - shipped row, retuned"
23129,,10,76,432,0,0,20,40,8,10,30,45,8,30,0,0,1,70,281,,0,30,30,28,10,32,"vtol-ar tier PL 10 - shipped row, retuned"
900110,23129,11,77,461,0,0,20,41,8,10,30,45,8,30,0,0,1,70,304,,0,30,31,28,10,32,vtol-ar tier PL 11 (clone of 23129)
900111,23129,12,77,492,0,0,20,42,8,11,30,45,9,30,0,0,1,70,329,,0,30,32,28,11,33,vtol-ar tier PL 12 (clone of 23129)
900112,23129,13,78,526,0,0,20,43,8,11,31,45,9,30,0,0,1,70,356,,0,30,33,28,11,33,vtol-ar tier PL 13 (clone of 23129)
900113,23129,14,79,561,0,0,20,44,8,11,31,45,10,30,0,0,1,70,385,,0,30,34,28,11,34,vtol-ar tier PL 14 (clone of 23129)
